thread_name,categories,replies,views,total_likes,creation_date,first_reply_date,last_reply_date,thread_url,frequent_posters,thread_author,thread_likes,thread_text,thread_images,thread_edits,latest_thread_edit_date,reply_author,reply_likes,reply_text,reply_images,reply_date,crawl_date,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am","frank_d
Regular",3,It’s their blog post pasted in an email as far as I can see.,N/A,"Jun 26, 2020 6:19 pm",2020-07-21 17:19:39.678875,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",freelanceplus1,2,"Yes. I can see that now. Funds are not protected by FCSC according to their website: https://www.fca.org.uk/news/news-stories/requirements-imposed-wirecard-authorisation 7
But Payoneer is saying we shouldn’t fret.",N/A,"Jun 26, 2020 6:20 pm",2020-07-21 17:19:40.056563,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",zerlina84,2,I had no idea that Paypal doesn’t work on some European countries.,N/A,"Jun 26, 2020 6:24 pm",2020-07-21 17:19:40.424045,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",yourtradebuddy,3,https://blog.payoneer.com/exclusive/wirecard-in-the-news-funds-on-your-payoneer-card-are-safe-and-secure/ 10,N/A,"Jun 26, 2020 6:26 pm",2020-07-21 17:19:40.809786,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",queenmercedes,4,Another small update: some of my friends are using Payoneer as well. We haven’t got any e-mails regrding this situation (since none of us have cards) and local bank withdrawals work perfectly fine for them too.,N/A,"Jun 26, 2020 6:27 pm",2020-07-21 17:19:41.176203,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",jberba1,1,"what do they mean by “maximum balance on your card”? Anyone know… it’s important to know where the funds are stored
Edit: Nevermind, I found out it’s 2500$, meaning if you have up to this amount, it is frozen for now… if I understand correctly",N/A,"Jun 26, 2020 6:34 pm",2020-07-21 17:19:41.576877,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",jberba1,2,they better bail them out… this is B**sht,N/A,"Jun 26, 2020 6:43 pm",2020-07-21 17:19:41.991134,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",dolly_donut,5,I just received the email telling me that my card and funds are frozen. My balance is in US dollars. I have over $500 there that I can no longer access. I immediately logged in (which I can do) and tried to transfer the money out into my bank account but it won’t let me. I’m panicking slightly. This is how I pay my household bills.,N/A,"Jun 26, 2020 7:12 pm",2020-07-21 17:19:42.390742,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",irfanpro,2,"i transferred funds from my fiverr account via bank transfer today ( payoneer ) and the funds were credited to my bank account the same day
don’t have a wirecard
so it seems that the issue is only with people using payoneer wirecard
for the rest of the people it should work fine ( based on my experience )
I’m located in India",N/A,"Jun 26, 2020 7:27 pm",2020-07-21 17:19:42.762577,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",lenasemenkova,8,It’d be a good opportunity for fiverr to finally let us choose the amounts we want to withdraw. The fact that you can feed up to $5000 in one go to a payment system that just might be falling apart is ridiculous.,N/A,"Jun 26, 2020 7:52 pm",2020-07-21 17:19:43.125803,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",mojokumanovo,2,"I am from Macedonia.
I have received a info letter from payoneer and as I understand for now card is affected but you can choose another option which is direct withdrawal to your bank account, local bank account and should work that way. I have not set my account details on payoneer cos have been using card for seven years. They have the option to set up direct transfer to bank account and should work.",N/A,"Jun 26, 2020 7:55 pm",2020-07-21 17:19:43.494887,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",mostakimulkarim,1,"I am from Bangladesh, I always used Bank Transfer option. I am not facing the problem but some of my friends are facing the problem. They blocked the payoneer account and also sent a mail regarding not able to withdraw the money.",N/A,"Jun 26, 2020 8:03 pm",2020-07-21 17:19:43.866163,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",jberba1,6,"I don’t think it will work, the money is stored by wirecard UK, up to 2500$, anything over that amount is stored by payoneer. I’m mad, they should’ve warned us earlier to withdraw our money, I didn’t even know it was a card from wirecard!",N/A,"Jun 26, 2020 8:13 pm",2020-07-21 17:19:44.239803,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",in2town,2,"the information is wrong because no one can withdraw any money from payaneer. lots of people have tried and it does not allow you, either at a cash machine or to your bank. so, why is that link saying you can withdraw when you cannot",N/A,"Jun 26, 2020 8:17 pm",2020-07-21 17:19:44.607480,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",volodymyrfedoru,2,The world is gradually going crazy. I’m just shocked. It is difficult to understand that many of us are left temporarily without a livelihood. And when it will be solved and how it will be solved is unknown …,N/A,"Jun 26, 2020 8:51 pm",2020-07-21 17:19:44.972870,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",purplecovetbibi,1,"So is there any chances to withdraw money which i’ve in my payoneer account?
When this issues will be fixed?",N/A,"Jun 26, 2020 8:56 pm",2020-07-21 17:19:45.355639,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",deniskralj,2,Good if you have a bank account. It was the only way for me to actually retrieve the cash( by using Payoneer card on ATM. I guess I’ll need to search for another way.,N/A,"Jun 26, 2020 8:56 pm",2020-07-21 17:19:45.717476,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",cyaxrex,2,"As is the fact we don’t have the option of alternative payment providers. Payoneer has really l;ost my trust now.
When they issued new cards in 2018, they kept sending cards to the original address I lived at when I opened my Payoneer account. I went almost 3 months without a withdrawal until my old landlord mentioned he had lots of mail. Then Payoneer had the cheek to freeze my account after I brought the fact that they were sending cards to a 4-year old address to their attention.
This time, things are different, but what trust can I now have in a payment provider who seems to not vet its card issuers? If you look into the Wirecard situation, journalists have been ringing alarm bells over how they work for over a year.",N/A,"Jun 26, 2020 8:58 pm",2020-07-21 17:19:46.225467,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",purplecovetbibi,1,Now can’t withdraw from Payonner to ATM,N/A,"Jun 26, 2020 9:03 pm",2020-07-21 17:19:46.627061,
